,id,date,text,type,edited_date,parent_post_id,direct_reply_to,likes,language,textblob_polarity,vader_sentiment_positive,vader_sentiment_neutral,vader_sentiment_negative,vader_sentiment_compound,RuSentiment_positive,RuSentiment_neutral,RuSentiment_negative,user_screen_name
590,UgzdVqRGfGNjrG69Ri54AaABAg,2022-11-08T09:41:40Z,"Don't forget this man is Jewish, too.",Thread,2022-11-08T09:41:40Z,,,1,en,,0.217,,0.783,0.1695,,,,
591,9iA-qX-O7Lo9ij2wvqYohw,2022-11-22T09:41:25Z,Based,Reply,2022-11-22T09:41:25Z,UgzdVqRGfGNjrG69Ri54AaABAg,,0,en,,,,1.0,,,,,
592,UgxTRhbFZvmHo2m4yKl4AaABAg,2022-11-08T01:45:41Z,Money and Caste always protects money and caste until that certain threshold is crossed...then the dominos line up...such the case of Wangstein...  https://www.youtube.com/watch?v=V7SOkxIzcbY,Thread,2022-11-08T01:45:41Z,,,0,en,0.2142857142857142,0.18,,0.82,0.5267,,,,
593,UgwQcpI4q4H9zzzUWfJ4AaABAg,2022-11-08T00:55:49Z,Oh man this is going to be one of the biggest bombs in cinema history!!! How did you greenlight this Universal!?!🤣,Thread,2022-11-08T00:55:49Z,,,22,en,,0.149,,0.851,0.6562,,,,
594,Ugxsu986TAQWVkXdUMZ4AaABAg,2022-11-07T23:49:14Z,"Wait, wasn't a male reporter who broke the news???",Thread,2022-11-07T23:49:14Z,,,0,en,,,0.295,0.705,-0.5171,,,,
595,Ugzr-0qjXTsEDHIjEBB4AaABAg,2022-11-07T21:09:56Z,Lol nonsense .  So hollywood makes a movie while no doubt denying their own complicity in all this.,Thread,2022-11-07T21:09:56Z,,,1,en,0.7,0.294,0.114,0.592,0.5017,,,,
596,UgxAcO4-WSOzWKnmpah4AaABAg,2022-11-07T20:07:59Z,It looks more like a sermon than a story.,Thread,2022-11-07T20:07:59Z,,,2,en,0.1375,0.259,,0.741,0.4201,,,,
597,Ugw8TCcrsPG-wzf7aGd4AaABAg,2022-11-07T19:12:02Z,That's cool. Hollywood is making a movie about the sexual abuse inside Hollywood. Go figure. Anything to make a buck off of the real trauma of real women.,Thread,2022-11-07T19:12:02Z,,,2,en,0.3125,0.067,0.204,0.729,-0.6908,,,,
598,UgwhqTyy-Fgo7wa32Xp4AaABAg,2022-11-07T18:13:35Z,This movie looks awful but it could be saved if that was actually Frank and the movie was in the same universe as Succession.,Thread,2022-11-07T18:13:35Z,,,0,en,-0.3333333333333333,0.204,0.069,0.727,0.5994,,,,
599,UgzPtpfcXeMMTwVpsEx4AaABAg,2022-11-07T15:40:46Z,Pahahahaah,Thread,2022-11-07T15:40:46Z,,,0,so,,,,,,,,,
600,Ugyckt9jaJyF4zZgHnJ4AaABAg,2022-11-07T10:53:59Z,"When I watch this trailer, the feeling of bitterness does not leave me. Yes, he was caught and his crimes became public (at least some of them), I think about all the years when he committed atrocities and everyone turned a blind eye to it, about his victims who were forever left with their injuries. and about those who managed to escape punishment
Hollywood is true to itself. speculates on any pain. even their own crimes",Thread,2022-11-07T10:55:34Z,,,22,en,0.0249999999999999,0.102,0.181,0.717,-0.8485,,,,
601,9i7ZKLmfFz19ij39D1hjnY,2022-11-22T09:43:13Z,@A N B B dude...that's were a large number of jews are...,Reply,2023-11-14T17:30:44Z,Ugyckt9jaJyF4zZgHnJ4AaABAg,,0,en,0.2142857142857142,0.115,,0.885,0.0772,,,,
602,UgyoV2rH74HicFq011l4AaABAg,2022-11-07T03:15:30Z,That's what she said,Thread,2022-11-07T03:15:30Z,,,0,en,,,,1.0,,,,,
603,UgzZ4m40ciWdSGiVhVd4AaABAg,2022-11-07T00:58:44Z,This movie looks so brave and so stunning.,Thread,2022-11-07T00:58:44Z,,,12,en,0.65,0.547,,0.453,0.8052,,,,
604,9i6VCYzpNL-9igpo76ITzY,2022-11-21T12:59:23Z,"@A N B B and racist, I see a very huge lack of people of color in this movie",Reply,2023-11-08T10:34:15Z,UgzZ4m40ciWdSGiVhVd4AaABAg,,1,en,0.5200000000000001,0.107,0.272,0.621,-0.6105,,,,
605,9i6VCYzpNL-9ii5BYD6Lev,2022-11-22T00:41:47Z,Sarcasm?,Reply,2022-11-22T00:41:47Z,UgzZ4m40ciWdSGiVhVd4AaABAg,,0,pt,,,,,,,,,
606,9i6VCYzpNL-9j8SXsl2aAe,2022-12-02T15:45:18Z,The fact that trump winning the presidency made nyt do investigative journalism on weinstein is just too ridiculous even for a flop movie,Reply,2022-12-02T15:45:18Z,UgzZ4m40ciWdSGiVhVd4AaABAg,,0,en,0.0833333333333333,0.12,0.173,0.707,-0.128,,,,
607,UgxNdEZZNKLCi56hw6d4AaABAg,2022-11-07T00:56:08Z,"Hypocrites, you spent decades ignoring his actions & now you want to profit off them with this film. Hollywood is disgusting & morally corrupt.",Thread,2022-11-07T00:56:08Z,,,0,en,-0.5333333333333333,0.139,0.201,0.66,-0.4404,,,,
608,Ugxd-8RK2MvJCWNsqrZ4AaABAg,2022-11-06T21:46:44Z,"""Can you imagine how many Harveys there are out there?"" 
Sure, use the White-sounding name. What about: ""Can you imagine how many Weinsteins there are out there?"" More accurate.",Thread,2022-11-06T21:46:44Z,,,3,en,0.48,0.087,,0.913,0.3939,,,,
609,9i69ENflS8c9i8sBL6yFHp,2022-11-07T23:06:45Z,Damn,Reply,2022-11-07T23:06:45Z,Ugxd-8RK2MvJCWNsqrZ4AaABAg,,1,sv,,,,,,,,,
610,9i69ENflS8c9ij3GlazgGy,2022-11-22T09:44:15Z,Ohhh shots fired,Reply,2022-11-22T09:44:15Z,Ugxd-8RK2MvJCWNsqrZ4AaABAg,,1,en,,,0.643,0.357,-0.5574,,,,
611,Ugx2AxD6ySwQIYSi1114AaABAg,2022-11-06T20:52:27Z,Make a whole movie about women being taken advantage of while we ignore what Epstein did to CHILDREN. Fuck Hollywood and all the people that enable it.,Thread,2022-11-06T20:52:27Z,,,3,en,-0.1,0.062,0.188,0.75,-0.6124,,,,
612,UgzikeTG5hLIUwaBGEB4AaABAg,2022-11-06T20:48:27Z,"This looks exactly like Spotlight. 

Probably another very boring Self-Heroizing Journalism film that will win awards but no one will really enjoy. 

These people fashion themselves as persecuted warriors fighting against the testosterone-filled patriarchy. 

Should we let them inhabit their make-believe world peacefully?

I actually view this type of stuff as more dangerous than fiscal irresponsibility. 

The elite media have cache and cultural power, and even though this movie will be stale and move no one, the sexual counter revolution seems to have caught on in a big way recently in the political sphere.",Thread,2022-11-06T20:51:20Z,,,2,en,0.0346153846153846,0.133,0.156,0.711,-0.4012,,,,
613,UgwZGju1t_U0IBMPvB54AaABAg,2022-11-06T20:47:43Z,What about Epstein?,Thread,2022-11-06T20:47:43Z,,,1,en,,,,1.0,,,,,
614,Ugya0rhmJhKQpt0KqYZ4AaABAg,2022-11-06T20:16:16Z,Oscar 2022,Thread,2022-11-06T20:16:16Z,,,1,pt,,,,,,,,,
615,UgxPryUDXST2lPye9-54AaABAg,2022-11-06T19:32:53Z,Come watch this Hollywood movie about how fucked up and slimy Hollywood is,Thread,2022-11-06T19:32:53Z,,,3,en,-0.6,,0.268,0.732,-0.6597,,,,
616,UgzooIgs1GossHabzEp4AaABAg,2022-11-06T17:52:17Z,"Oh look a big studio production trying to dramatize the behavior they were all complicit in allowing.  Why a drama?  Because they don't dare make a documentary that shows how everyone in Hollywood; the big stars, producers, executives and the MONEY turned a blind eye.",Thread,2022-11-06T17:52:17Z,,,2,en,-0.125,,0.058,0.942,-0.4019,,,,
617,Ugy3Un-g5oQH-u169SV4AaABAg,2022-11-06T15:06:55Z,We need this with Jeffrey Epstein and the people he trafficked to no one according to the federal government.,Thread,2022-11-06T15:06:55Z,,,1,en,,,0.109,0.891,-0.296,,,,
618,Ugzx8bdPNDZu35EenBd4AaABAg,2022-11-06T12:54:57Z,"Hollywood made a movie about a man whom Hollywood PROTECTED all the time while he was doing all those things to women....

well played Hollywood",Thread,2022-11-06T12:54:57Z,,,0,en,,0.27,,0.73,0.7983,,,,
619,Ugy3BGLAEMKYz5T3_pJ4AaABAg,2022-11-06T06:18:02Z,"I will give it a watch ,but from this trailer, it seems like typical hollywood, same formula, suspense music, and the thing is the world knows this story. I'm not saying to not  make a film about female abuse in the movie industry. But to give it more depth, a deeper message, not the typical formula writing. I've been in the acting industry, and know  a few actresses who have gone public. I'm all for it getting out in the open. But maybe on a higher quality level. Screenwriters don't know how to write anymore",Thread,2022-11-06T06:18:02Z,,,0,en,0.0216666666666666,0.032,0.057,0.911,-0.5499,,,,
620,UgwgrlXky4dzxChzE8t4AaABAg,2022-11-06T04:11:55Z,"This honestly feels like a really good script and good actors are involved. I am all for this. Harvey was a dick to my sister as a temp there in the 2000's. I also faced several attempts for sex as a man trying to make it in Hollywood. William Morris is one of the agencies and Dreamworks casting was one of the studios. WM: a man told me to sleep with his buddies. Dreamworks, a women, yes, WOMAN, told me she wants ""to fuck"" me. I was so shocked cause I needed to eat and work as an actor. I was very poor then.",Thread,2022-11-06T04:11:55Z,,,0,en,0.0724999999999999,0.117,0.108,0.776,0.0281,,,,
621,Ugx0176AnPyD5ILCsDV4AaABAg,2022-11-05T23:54:08Z,I’m really confused because it was Ronan Farrow who was the only journalist looking into this. Now it’s two NYT’s reporters ? Is this a fictional take ?,Thread,2022-11-05T23:54:08Z,,,2,en,-0.1333333333333333,,0.099,0.901,-0.4503,,,,
622,Ugylvjs5mQs9prG70EB4AaABAg,2022-11-05T22:54:24Z,Is Jon Favreau Weinstein?,Thread,2022-11-05T22:54:24Z,,,1,de,,,,,,,,,
623,UgzHEWxI0AolzGqWWpB4AaABAg,2022-11-05T22:31:04Z,"I wish I could say im happy this is coming out, but it feels like a little too late, and how about the people associated with him? Like can we put that in the film please. We tend to forget enabling or partaking in abuse is almost just as bad. I feel like it’s going to get done wrong and sway it all on just specificity him.",Thread,2022-11-05T22:31:04Z,,,7,en,-0.1774999999999999,0.187,0.184,0.629,-0.4126,,,,
624,UgxVI_Wiof7icCxD94p4AaABAg,2022-11-05T22:24:04Z,"Jesus, Hollywood trying to profit off of their own crimes is so friggin gross",Thread,2022-11-05T22:24:04Z,,,3,en,0.3,0.156,0.198,0.646,-0.1953,,,,
625,UgwE4WLreSCgwW8RnSV4AaABAg,2022-11-05T22:10:08Z,don't give a fuck. Dramatizing a behavior that rules their industry while profiting from it! this is just surreal,Thread,2022-11-05T22:10:08Z,,,1,en,-0.125,0.252,,0.748,0.6948,,,,
626,UgyqgZS4le-H2I18Gm94AaABAg,2022-11-05T21:01:35Z,I wanna see real actors get called out in this movie for being complicit!,Thread,2022-11-05T21:01:35Z,,,7,en,0.25,,,1.0,,,,,
627,Ugy31H_CxLSVIzPvL_94AaABAg,2022-11-05T20:36:44Z,Why is this a feature film instead of a documentary? This is Hollywood patting themselves on the back even though they protected the fucker for years! Gross... just fucking GROSS!!!,Thread,2022-11-05T20:36:44Z,,,3,en,,0.07,0.305,0.625,-0.8955,,,,
628,Ugy81fQvJeTaR-ESiJx4AaABAg,2022-11-05T19:32:57Z,"Oh look, a movie produced by Hollywood, the same people that protected Weinstein for over 20 years.",Thread,2022-11-05T19:32:57Z,,,2,en,,0.153,,0.847,0.4404,,,,
629,UgyBJ6ix1e4gbZ9ly6h4AaABAg,2022-11-05T19:25:52Z,I’m i the only one who is watching this trailer and thinking how badly made it is? It looks like it has the production value of a Hallmark movie. The actors deserve better than this.,Thread,2022-11-05T19:25:52Z,,,3,en,-0.0666666666666666,0.186,0.074,0.74,0.5719,,,,
630,UgyyOpxzq2dx6X-cNrF4AaABAg,2022-11-05T18:39:23Z,"This movie is basically Hollywood patting itself on the back for being so 'transparent' and open about their sins.
And the best part? They commit the sins, then they wait a few years, and then they turn it into a product they can profit off of 🤪",Thread,2022-11-05T18:39:23Z,,,5,en,0.2,0.16,0.103,0.738,0.5106,,,,
631,UgxgT566Zme1AIElqTJ4AaABAg,2022-11-05T18:04:55Z,I think that the women who exchanged sex for work opportunities are the root cause for the problem.,Thread,2022-11-05T18:04:55Z,,,2,en,,0.122,0.127,0.751,-0.0258,,,,
632,UgwBgMMwBCFtnEKIsm54AaABAg,2022-11-05T17:42:29Z,"I don't think people will go to see this at a movie theater. It looks like a movie for the Lifetime TV network. And, we've already heard the story. This doesn't appear to introduce any juicy new background details. It's gonna be a box-office disaster.",Thread,2022-11-05T17:42:29Z,,,3,en,0.1363636363636363,0.05,0.083,0.867,-0.3818,,,,
633,UgxWJzwv2NkOOYgbBK94AaABAg,2022-11-05T16:38:57Z,Blah Blah Blah…,Thread,2022-11-05T16:38:57Z,,,3,id,,,,,,,,,
634,UgzemM2_NhjCRh4BxSd4AaABAg,2022-11-05T16:14:09Z,Not gonna lie…pretty cringe…Hollywood legit protect this guy now their making a movie hoping we forgot 😅,Thread,2022-11-05T16:14:09Z,,,3,en,,0.317,,0.683,0.7845,,,,
635,UgzOLozBHnbMh3PWE3x4AaABAg,2022-11-05T16:10:37Z,"This is how little self-awareness Hollywood has that they will profit off a story about the guy they protected for decades. Come award season, people will pat each other on the back about how important the movie is, the same people that sat with Weinstein and sucked up to him to get projects greenlit or get work, knowing full well what he was like and what he had done.",Thread,2022-11-05T16:10:37Z,,,4,en,0.0729166666666666,0.195,0.037,0.768,0.8934,,,,
636,UgxhWYrzKJTCE9tELUR4AaABAg,2022-11-05T16:04:42Z,Would rather a real documentary.... not a Hollywood flick about a guy Hollywood protected for decades,Thread,2022-11-05T16:04:42Z,,,3,en,,0.162,,0.838,0.4404,,,,
637,UgzeBe68VWXVElz9JdB4AaABAg,2022-11-05T16:02:21Z,"Hollywood is making a movie about this scumbag that they supported his whole career up until his downfall, lol the irony.. I guess if you want to watch a movie that's designed to pull on your heart strings while simultaneously making Hollywood a bucket of cash, go for it.",Thread,2022-11-05T16:02:21Z,,,3,en,0.5,0.177,0.104,0.719,0.5267,,,,
638,UgzFMWcwEpYpHDTEdfR4AaABAg,2022-11-05T15:59:49Z,This is a masterclass on how to edit a comedy parody trailer.,Thread,2022-11-05T15:59:49Z,,,1,en,,0.185,,0.815,0.3612,,,,
639,Ugy21hiMeXlZ7ZVpEfN4AaABAg,2022-11-05T15:36:53Z,Made by feminists for feminists! This will bomb...and they will blame men for not watching it! LOL,Thread,2022-11-05T15:36:53Z,,,4,en,0.8,,0.281,0.719,-0.7058,,,,
640,UgwQEOfCSOqpAfPmYlB4AaABAg,2022-11-05T15:32:24Z,Honestly this would've been better as a no holds barred documentary.,Thread,2022-11-05T15:32:24Z,,,4,en,0.3666666666666667,0.366,0.137,0.497,0.5719,,,,
641,Ugw8HCEp19eCSZbwPh54AaABAg,2022-11-05T15:28:28Z,Who watches this crap?,Thread,2022-11-05T15:28:28Z,,,4,en,-0.8,,0.5,0.5,-0.4588,,,,
642,Ugw0Ysb4m2lMInsiSdt4AaABAg,2022-11-05T14:44:00Z,"Brought to you by the same people that made Harvey Weinstein a multi-millionaire & were complicit in keeping his actions quiet for decades. Now they want to make money off of the tragedies they helped create. 
Hollywood really has no bounds to its hypocrisy.",Thread,2022-11-05T14:44:00Z,,,3,en,0.0666666666666666,0.07,0.11,0.82,-0.4549,,,,
643,UgxcZRvVc2MKOxBnQ-t4AaABAg,2022-11-05T00:35:28Z,This movie looks so stupid !!,Thread,2022-11-05T00:35:28Z,,,4,en,-1.0,,0.498,0.502,-0.7141,,,,
644,Ugz_IzAijDFSd8sBBSd4AaABAg,2022-11-04T20:31:23Z,"This looks like it’s going to be an amazing ride of a film
A movie about one of the most controversial figures in modern entertainment history",Thread,2022-11-04T20:31:23Z,,,0,en,0.4625,0.274,0.063,0.663,0.791,,,,
645,UgyTG9kMGDyqziVspc94AaABAg,2022-11-04T18:17:36Z,This is gonna be so so deep and emotional. Hope the evil men rot in hell.,Thread,2022-11-04T18:17:36Z,,,4,en,-0.3333333333333333,0.185,0.349,0.466,-0.738,,,,
646,Ugx5zr6SrCfiLCz02UN4AaABAg,2022-11-04T17:25:53Z,I’m confused What She Said is streaming and it looks exactly the same.,Thread,2022-11-04T17:25:53Z,,,0,en,-0.05,,0.161,0.839,-0.3182,,,,
647,UgyRsI1Wm6R45nAD4yV4AaABAg,2022-11-04T09:08:10Z,"Fortune and fame over self-respect and dignity sum up the Hollywood #metoo movement. My heart goes out to women dealing with REAL situations of sexual assault/harassment, not these Hollyweird clowns!",Thread,2022-11-04T09:08:10Z,,,3,en,0.4125,0.28,,0.72,0.8777,,,,
648,UgyFQpSzoRJurfjUmgZ4AaABAg,2022-11-04T05:31:55Z,"Absolutely fake, patronizing, and deplorable for the film industry to make this.

They all knew it was happening and didn't feel bad until the cover was blown and now they wanna cash in on the story after the fact.",Thread,2022-11-04T05:31:55Z,,,3,en,-0.6,0.066,0.078,0.856,-0.1388,,,,
649,UgyJvkKrwGnOMAHvLm14AaABAg,2022-11-04T04:21:18Z,"I’m glad this movie/story is being told. But I’m afraid the acting/quality of the movie doesn’t look good, so it may not gain a lot of attention. I hope I’m wrong.",Thread,2022-11-04T04:21:18Z,,,1,en,0.0249999999999999,0.223,0.18,0.598,0.223,,,,
650,UgwsNRITIwDIGq5ihlt4AaABAg,2022-11-03T00:10:51Z,This looks so good!,Thread,2022-11-03T00:10:51Z,,,2,en,0.875,0.573,,0.427,0.6166,,,,
651,UgzU6y3HQMny4wEbkRx4AaABAg,2022-11-02T22:03:36Z,"What is this film, some sort of cultural Marxism backed commie propaganda movie? Also notice no other producer in Hollywood has been accused or charged.",Thread,2022-11-02T22:22:09Z,,,4,en,0.0208333333333333,0.038,0.28,0.683,-0.7269,,,,
652,Ugw0uuX9xhjob8-TFY94AaABAg,2022-11-02T03:55:39Z,what bugs me is now thanks to some if a nice guy like me goes to hollywood a rich woman can do this same thing to me and there say a men can't be rapied by a woman/ it's in powrering for woamn to pay us back for somthing i have never done it's just paying for being good!..,Thread,2022-11-02T03:55:39Z,,,0,en,0.3416666666666666,0.216,0.02,0.764,0.9273,,,,
653,UgxtcUAyJDOpIU6epyh4AaABAg,2022-11-02T02:44:30Z,"There was a documentary about Harvey Weinstein that came out a few years ago. Unfortunately, that was the same year they released the monumentary Leaving Neverland. It premiered at the same time on purpose. The difference is, Michael is innocent.",Thread,2022-11-02T02:44:30Z,,,2,en,-0.0333333333333333,0.056,0.056,0.888,,,,,
654,UgxFfJ1XIXDXxYv6aEh4AaABAg,2022-11-01T17:02:09Z,What about young men in Hollywood being pursued by gay men…? That’s actually happening right F… now….,Thread,2022-11-01T17:02:09Z,,,2,en,0.2005952380952381,,,1.0,,,,,
655,UgzLZVs3L0RVGx6Zh8d4AaABAg,2022-11-01T12:34:48Z,"Where is Ronan Farrow in all of this tho? Other than that, seems good 👌🏼",Thread,2022-11-01T12:34:48Z,,,1,en,0.2875,0.361,,0.639,0.8415,,,,
656,Ugz0GUIkg2n3kyJq9fV4AaABAg,2022-11-01T01:15:36Z,Wait until you find how many government officials were involved with Epstein.,Thread,2022-11-01T01:15:36Z,,,2,en,0.5,,,1.0,,,,,
657,UgyxrrDvzJ251U0Rlkd4AaABAg,2022-10-31T20:46:13Z,🤮🤡,Thread,2022-10-31T20:46:13Z,,,4,und,,,,,,,,,
658,UgyuUsKf5p_qgBYFLWV4AaABAg,2022-10-31T07:57:23Z,"I really hope this movie also delves into the women like Oprah who protected and enabled him as well.  If not, that makes it a half-truth.. which is a whole lie no matter what.",Thread,2022-10-31T07:57:23Z,,,3,en,0.2,0.262,0.026,0.711,0.8631,,,,
659,UgwDuLXAyPWX6ITYNop4AaABAg,2022-10-31T01:27:51Z,"Every Weinstein accuser admitted she went to his hotel room voluntarily and engaged in the act voluntarily---they just didn't like doing it.  That's irrelevant when it comes to committing a crime. There is one woman who claimed that because Weinstein grabbed her elbow or touched her in a particular place, that that was assault, but since she went to him with a tape recorder, we don't know what led to that (and of course between lovers, a touch is not ""assault"").",Thread,2022-10-31T01:27:51Z,,,1,en,-0.1666666666666666,0.14,0.067,0.793,0.7719,,,,
660,9hpWyjnJC699hyP3g-umb0,2022-11-03T12:11:55Z,They were 13 i think,Reply,2022-11-03T12:11:55Z,UgwDuLXAyPWX6ITYNop4AaABAg,,1,en,,,,1.0,,,,,
661,9hpWyjnJC699hynAkYIft1,2022-11-03T15:51:20Z,"@@mitszul OK.  Of course, when the accused is famous and rich, more women emerge.  I think all of them were over-the-hill actresses with careers that disappointed them, I think.  Wouldn't you expect one actress in her prime? Also, he wasn't the boss of any of these women, so it seems to simply be ""man asks beautiful women out on a date, but the date is in his hotel room,"" with the one or two exceptions I mentioned. I think one of his accusers went to dinner with him after the alleged assault.",Reply,2022-11-03T15:52:55Z,UgwDuLXAyPWX6ITYNop4AaABAg,@mitszul,0,en,0.234375,0.048,0.089,0.863,-0.6249,,,,
662,UgwDgrGnRCS3ZIWzvWF4AaABAg,2022-10-30T04:39:43Z,a movie abou the industry protecting woman agressors while having brad pitt as executive producer is such an irony. He worked with harvey weinstein even AFTER angelina jolie told him was that man did to her. hollywood is a joke,Thread,2022-10-30T04:39:43Z,,,3,en,,0.053,0.029,0.918,0.25,,,,
663,9hnI8A7lJ7j9hphovR4i9s,2022-10-31T03:11:22Z,Allegedly told Brad. But Angelina grew up in Hollywood thanks to her dad and she would of known then about his history and she still worked with him and she stayed quiet and complicit about what allegedly happened to her while her career benefited from it. So I highly doubt she mentioned anything to Brad. But let's not forget about the fact that Brad Pitt came to Gwyneth Paltrow's defense when he was dating her and threatened Harvey Weinstein after he did something to Gwyneth Paltrow putting his career at risk for Gwyneth. Women like Angelina Jolie only spoke up about what allegedly happened to them after they knew it was safe and their careers wouldn't be affected by it so she is just as at fault,Reply,2022-10-31T03:11:22Z,UgwDgrGnRCS3ZIWzvWF4AaABAg,,0,en,0.07,0.111,0.097,0.792,0.0206,,,,
664,UgzfTT76YV7a93ehmNJ4AaABAg,2022-10-29T06:39:58Z,"Prior to the “me too” movement I wasn’t very sure what all was sexual harassment, other than unwanted sexual advances. After hearing the stories of the different women who came forward since the movement started, it opened my eyes to the things that had happened to me in my job with older male advertising clients. I was in my early 30’s but looked like I was in my 20’s and I had no idea that the things these men had done to me were sexual harassment. I knew they made me uncomfortable, but I didn’t know how to label it. We as young professionals are not educated on all the things that are sexual harassment—it’s not all unwanted sex. It’s also a client telling you I’ll cancel my entire ad contract if you won’t have dinner with me. 
I’m so glad they did this movie with very talented, and  well known actresses. This is a great way of educating more people about some types of sexual harassment. I can’t wait to see it.",Thread,2022-10-29T06:39:58Z,,,64,en,0.2948245614035087,0.125,0.106,0.769,0.721,,,,
665,UgxKm8ybpbVp8H9Buwl4AaABAg,2022-10-29T02:37:29Z,Guess Me Too is trademarked?,Thread,2022-10-29T02:37:29Z,,,1,en,,,,1.0,,,,,
666,UgxY2dkifm9NeV6HxaN4AaABAg,2022-10-28T03:01:35Z,Now do a movie on epstein island and the full list. Cmon do the right thing.,Thread,2022-10-28T03:04:41Z,,,4,en,0.3178571428571428,,,1.0,,,,,
667,UgxzZXwachChqZ20rl54AaABAg,2022-10-28T00:58:00Z,Yeah hollywood making a movie about this is funny to me f off,Thread,2022-10-28T00:58:00Z,,,2,en,0.25,0.317,,0.683,0.6249,,,,
668,UgwvgsKO_aevdmQLzAZ4AaABAg,2022-10-27T17:31:59Z,Where’s the transgender representation?!!,Thread,2022-10-27T17:31:59Z,,,1,en,,,,1.0,,,,,
669,UgxHenxgpMMnMXuxEup4AaABAg,2022-10-27T05:33:21Z,"Bunch of fake Hollywood bs 😆 
Of they plated the other side of the story it would show a bunch of gold diggers who threw it at him and when they didn't get what they expected screamed rape  😂 f the me 2 movement",Thread,2022-10-27T05:33:21Z,,,0,en,-0.2416666666666666,0.101,0.193,0.706,-0.6908,,,,
670,UgwR0F2BvWywBK2nEmB4AaABAg,2022-10-26T15:10:38Z,Does anyone know the name of the actress that closed the door? The one who “used to work for Harvey Weinstein”,Thread,2022-10-26T15:10:38Z,,,2,en,-0.1,,,1.0,,,,,
671,Ugx86YCEu3OQFmPwktp4AaABAg,2022-10-26T00:41:29Z,Garbage.If it was man then no one would watch or listen,Thread,2022-10-26T00:41:29Z,,,2,en,,,0.18,0.82,-0.296,,,,
672,UgymzHjR9vrNKzVjLh94AaABAg,2022-10-25T22:36:56Z,"Ha ha ha! I knew it. I said it, these feminists were gonna make a movie out of Harvey Weinstein. SMH! So predictable.",Thread,2022-10-25T22:36:56Z,,,2,en,-0.2,0.189,0.107,0.704,0.3294,,,,
673,Ugzy_gU7butiyMaS0yN4AaABAg,2022-10-25T22:17:59Z,Harvey was a piece of shyt.  By the way... not all the victims were white. These filmmakers need to quit white washing the truth.,Thread,2022-10-25T22:17:59Z,,,1,en,,0.162,,0.838,0.5043,,,,
674,UgyXDWvpUkyj-nF0WnZ4AaABAg,2022-10-25T21:32:58Z,"I'm targeted by a homicidal international intellectual property theft and national-security-breach level identity fraud crime ring using cyber crimes not even the national defense of any democracy on Earth can counter. I am certain rich criminals are attacking innocent victims with legitimate cases against them with similar terrorist-level cyber packages ready made and available by authoritarian regimes. I have been attempted murdered multiple times using mostly invisible means including purposeful exposure to chemicals, poisons, bio-toxins, drugs, sabotage, gross elaborate misrepresentation, murderous misidentification, vile slander, sophisticated obstruction of reporting, blocking access to emergency services by stealing calls/emails faking messages/texts, falsifying official documents and data and more. They are doing EVERYTHING to stop me from going on any record because I have nothing and no one to lose and I am no longer even afraid to be murdered.",Thread,2022-10-25T21:32:58Z,,,0,en,0.2259523809523809,0.108,0.337,0.556,-0.993,,,,
675,9hcE6zKWfWj9ij3oR128FD,2022-11-22T09:48:59Z,"You sound insane, you should upload more content",Reply,2022-11-22T09:48:59Z,UgyXDWvpUkyj-nF0WnZ4AaABAg,,0,en,-0.0333333333333333,,0.278,0.722,-0.4019,,,,
676,9hcE6zKWfWj9imAEvqrYyq,2022-11-23T14:42:54Z,@@PattyOflan88 Only the criminals are listening. I need access to top intelligence from a solidly democratic country.,Reply,2022-11-23T14:42:54Z,UgyXDWvpUkyj-nF0WnZ4AaABAg,@PattyOflan88,0,en,0.1666666666666666,0.227,0.171,0.602,0.0516,,,,
677,Ugwy3vTBZyHGtx1O5xh4AaABAg,2022-10-25T06:13:33Z,Why did they recast Ronan Farrow as some generic white woman?,Thread,2022-10-25T06:13:33Z,,,1,en,,,,1.0,,,,,
678,Ugxn-osCMfZNOuK0TIx4AaABAg,2022-10-25T01:06:53Z,Let's go! I am ready for this. I am a sucker for a good procedural reporting movie,Thread,2022-10-25T01:07:28Z,,,2,en,0.1999999999999999,0.246,0.147,0.606,0.3164,,,,
679,UgyMnr2WZmDrtd3iqI14AaABAg,2022-10-24T10:55:17Z,.,Thread,2022-10-24T10:55:17Z,,,0,und,,,,,,,,,
680,UgwqCjZLXS-38AkiZxN4AaABAg,2022-10-23T20:43:42Z,Please can this film just get released I see this trailer everytime I go to the cinema!!!!!!!!!!!!!!!!,Thread,2022-10-23T20:43:42Z,,,1,en,,0.178,,0.822,0.5374,,,,
681,UgxSioDEqJWCqEdwfY14AaABAg,2022-10-23T04:27:20Z,And here come the nominal Oscar nominees. But you know they won’t win because Hollywood is still protecting a lot of predators.,Thread,2022-10-23T04:27:20Z,,,1,en,0.8,0.198,,0.802,0.7351,,,,
682,Ugy3YTA-GPNK0cCK_zV4AaABAg,2022-10-23T04:06:16Z,why are you PEOPLE celebrating a movie......a fake account of fake actresses that didn't go through this?   people are sheep,Thread,2022-10-23T04:06:16Z,,,1,en,-0.5,0.138,0.23,0.632,-0.3612,,,,
683,9hWCk-VKsnL9h_K-_YQBt4,2022-10-24T18:26:39Z,"to cater to women and put down men. Where all the evidence are just fried air. ""she *said*""",Reply,2022-10-24T18:26:39Z,Ugy3YTA-GPNK0cCK_zV4AaABAg,,0,en,-0.1555555555555555,,,1.0,,,,,
